Income,Recency,NumWebVisitsMonth,Complain,age,total_purchases,enrollment_years,family_size
79419.0,96,2,0,51,15,8,2
64014.0,56,7,0,75,22,8,5
76998.0,85,6,0,66,29,9,3
49854.0,63,6,0,49,18,9,3
60585.0,17,5,0,50,30,9,4
42873.0,11,8,0,71,15,9,3
87679.0,62,4,0,33,29,9,2
57867.0,48,6,0,43,25,9,3
35765.0,86,6,0,31,8,9,3
65492.0,73,2,0,62,26,8,2
32952.0,36,7,0,44,6,9,2
53374.0,34,9,0,52,21,10,3
71706.0,16,5,0,62,25,10,3
68487.0,48,4,0,33,30,9,2
53253.0,61,5,0,46,19,9,4
31163.0,54,6,0,48,5,8,2
42014.0,56,8,0,44,20,10,3
54108.0,74,8,0,48,32,10,4
49667.0,35,8,0,66,22,10,1
63206.0,65,2,0,47,14,8,2
57136.0,48,6,0,49,26,9,4
46772.0,88,8,0,46,30,10,3
78931.0,19,1,0,50,24,9,2
53977.0,21,5,0,63,27,9,3
84219.0,27,1,0,33,18,8,2
46098.0,86,8,0,46,11,10,3
73538.0,92,7,0,56,26,10,3
79529.0,1,2,0,35,22,8,2
20981.0,14,8,0,44,7,9,2
51766.0,74,5,0,41,12,8,2
55759.0,84,8,0,59,26,10,3
33039.0,4,5,0,43,7,9,3
37787.0,50,8,0,49,7,9,3
27242.0,2,9,0,51,7,10,2
87188.0,73,3,0,38,19,9,1
69930.0,21,3,0,50,22,9,2
37697.0,82,6,0,45,7,8,2
37401.0,14,7,0,48,7,8,3
3502.0,56,14,0,48,0,9,2
58597.0,20,7,0,45,32,10,4
82032.0,54,1,0,73,17,8,1
28087.0,77,7,0,63,9,10,4
74004.0,5,3,0,34,15,8,1
19740.0,65,5,0,61,7,9,3
57036.0,33,9,0,46,26,10,3
53083.0,65,7,0,63,17,9,4
69283.0,41,5,0,46,27,8,3
46098.0,86,8,0,46,11,10,3
23331.0,92,8,0,33,8,10,3
23331.0,97,9,0,33,17,10,2
9255.0,91,8,0,32,5,9,2
67786.0,0,1,0,62,16,9,1
71969.0,59,8,0,50,19,10,3
59235.0,4,7,0,54,28,9,2
31928.0,5,7,0,32,9,8,3
74881.0,48,5,0,60,27,9,4
65819.0,99,3,0,43,20,10,2
51411.0,81,5,0,68,4,9,4
51983.0,95,7,0,57,24,10,2
42386.0,43,8,0,35,7,9,3
30390.0,5,6,0,34,6,9,2
30983.0,50,8,0,58,8,10,1
66033.0,76,7,0,64,20,9,2
37284.0,46,6,0,46,4,9,4
57530.0,68,1,0,70,7,9,2
76800.0,33,1,0,56,16,8,2
63943.0,50,5,0,65,17,10,3
76081.0,85,2,0,59,14,8,2
67445.0,63,6,0,47,32,10,3
37054.0,89,7,0,54,6,9,4
47175.0,81,8,0,59,17,10,4
31859.0,77,7,0,45,4,9,2
27215.0,50,6,0,60,11,9,4
70179.0,10,5,0,45,26,9,2
39922.0,30,8,0,38,9,9,3
49681.0,66,7,0,45,21,9,4
24645.0,16,8,0,33,4,10,3
79865.0,12,1,0,67,21,8,2
44322.0,30,8,0,36,8,8,3
47958.0,8,5,0,69,16,9,2
63972.0,93,4,0,57,23,10,2
75315.0,14,2,0,67,23,8,3
55517.0,53,9,0,71,23,10,4
75283.0,26,4,0,64,25,9,5
82800.0,23,3,0,75,26,10,1
38998.0,92,8,1,67,8,10,4
90638.0,29,1,0,30,18,8,1
27161.0,41,7,0,35,5,9,3
42014.0,56,8,0,44,20,10,3
38201.0,19,8,0,61,15,9,3
45203.0,4,6,0,39,8,8,4
81574.0,89,1,0,74,18,8,2
34935.0,71,7,0,29,8,9,2
60482.0,81,7,0,45,17,9,2
34633.0,31,6,0,65,4,8,5
78093.0,53,1,0,74,17,9,2
82460.0,78,1,0,71,15,9,1
45903.0,80,4,0,55,8,8,3
81361.0,18,1,0,34,27,8,1
35860.0,37,5,0,48,6,8,3
40442.0,52,7,0,69,12,10,4
61482.0,39,2,0,56,12,8,2
34968.0,11,7,0,41,17,9,3
75794.0,33,3,0,34,25,9,2
31497.0,22,8,0,59,10,10,3
74268.0,83,2,0,66,13,9,2
13724.0,43,9,0,33,5,10,3
45143.0,74,7,0,56,15,9,3
52569.0,54,3,0,54,7,8,2
48432.0,3,8,0,48,19,10,2
17144.0,96,7,0,61,12,8,4
36108.0,68,9,0,37,15,9,2
76445.0,2,6,0,50,21,10,3
36663.0,40,2,0,46,6,8,3
53843.0,64,7,0,56,20,9,3
90226.0,26,2,0,65,24,10,2
70638.0,69,3,0,66,20,9,1
44512.0,57,4,0,61,6,9,4
27116.0,78,7,0,60,7,8,4
54072.0,71,8,0,58,5,9,4
71855.0,59,3,0,44,25,9,3
51250.0,28,9,0,31,24,9,2
60432.0,61,6,0,48,19,8,3
65526.0,22,2,0,57,17,8,3
68655.0,95,3,0,33,21,10,1
12393.0,38,9,0,43,6,10,2
64509.0,19,4,0,31,19,9,1
33955.0,92,8,0,46,15,9,2
31353.0,24,8,0,44,6,9,4
55434.0,21,4,0,37,24,9,3
28359.0,35,7,0,38,4,9,3
57100.0,9,3,0,34,14,8,2
69139.0,23,4,0,56,11,8,3
52973.0,92,8,0,65,31,10,3
51717.0,55,7,0,56,8,9,3
18793.0,14,8,0,50,9,9,3
66664.0,78,3,0,39,19,10,2
50664.0,64,9,0,62,24,9,3
54414.0,49,4,0,58,13,9,4
54549.0,8,7,0,69,12,8,3
47111.0,35,9,0,50,21,10,2
41003.0,11,6,0,58,17,9,1
19444.0,8,7,0,39,10,8,3
36301.0,53,7,0,45,7,9,3
73059.0,36,4,0,74,26,9,3
42731.0,64,5,0,52,13,9,3
52854.0,43,5,0,62,9,8,4
22775.0,40,8,0,43,4,9,3
46681.0,52,5,0,73,16,9,4
59821.0,11,8,0,66,26,9,3
50002.0,21,7,0,67,19,9,2
69755.0,23,1,0,76,22,9,2
44078.0,17,5,0,52,7,8,4
30560.0,6,7,0,45,5,9,3
35924.0,56,5,0,52,5,8,4
64140.0,71,5,0,57,18,9,3
56386.0,51,9,0,40,25,10,4
24594.0,94,5,0,42,5,9,3
75774.0,27,4,0,40,21,8,3
39228.0,1,4,0,61,4,9,1
58494.0,56,6,0,47,16,9,3
58684.0,71,2,0,40,21,8,1
57136.0,18,6,0,54,20,9,1
56551.0,48,4,0,71,10,8,3
22448.0,86,3,0,39,9,8,3
82014.0,48,6,0,60,22,10,1
34213.0,2,9,0,58,9,10,3
157146.0,13,1,0,44,28,9,2
25358.0,57,6,0,74,6,9,2
35544.0,77,7,0,43,6,8,2
36634.0,0,7,0,67,15,9,3
62670.0,57,3,0,67,22,8,3
50334.0,24,6,0,49,23,9,3
72066.0,55,2,0,40,17,8,1
50729.0,62,6,0,63,24,9,3
34916.0,89,9,0,53,13,9,4
64892.0,77,4,0,45,24,8,2
43602.0,45,6,0,55,9,8,3
33996.0,46,4,0,32,6,9,1
41473.0,80,7,0,36,6,9,2
63246.0,60,4,0,54,22,9,4
36732.0,71,2,0,62,9,9,4
69084.0,43,8,0,51,25,9,3
77766.0,97,6,0,54,34,9,3
37929.0,49,7,0,36,13,9,1
86610.0,66,2,0,70,18,9,2
80141.0,20,6,0,35,22,9,2
72635.0,54,3,0,66,21,9,2
69016.0,61,5,0,51,34,10,3
20193.0,18,4,0,30,7,10,2
27573.0,45,8,0,46,14,9,3
15862.0,26,8,0,42,5,9,2
49544.0,0,7,0,45,16,9,3
33228.0,28,7,0,41,6,8,3
70440.0,49,3,0,43,23,9,2
38232.0,84,5,0,50,11,8,4
22554.0,38,5,0,66,10,10,4
23536.0,53,3,0,38,4,8,3
49413.0,88,5,0,69,13,9,3
42231.0,99,5,0,52,5,8,4
78789.0,12,2,0,41,16,10,1
56534.0,35,8,0,53,25,9,3
58350.0,5,6,0,50,27,9,2
81217.0,77,1,0,32,22,9,1
49090.0,45,7,0,70,21,9,2
61787.0,71,5,0,34,19,9,1
18169.0,40,8,0,36,4,9,3
24336.0,82,7,0,40,4,10,2
18222.0,70,8,0,31,6,10,2
62335.0,87,2,0,69,21,9,2
42033.0,95,7,0,50,4,10,4
86580.0,72,1,0,38,11,9,2
41437.0,5,7,0,64,5,10,3
73705.0,86,5,0,70,25,8,3
61064.0,80,6,0,45,28,10,3
38452.0,62,7,0,66,9,8,4
18358.0,49,7,0,32,10,9,2
55012.0,85,5,0,48,25,8,3
9722.0,7,8,0,48,11,10,3
38175.0,6,7,0,37,11,9,3
58656.0,25,6,0,65,32,10,3
52117.0,55,7,0,56,13,10,3
64813.0,81,5,0,43,20,8,3
54222.0,98,3,0,48,12,8,3
83512.0,31,1,0,35,22,8,2
77520.0,30,4,0,62,23,9,3
41154.0,98,5,0,43,6,9,3
80398.0,92,3,0,55,26,10,2
18746.0,41,6,0,29,8,8,2
35196.0,68,8,0,37,18,10,3
60230.0,78,5,0,65,17,9,2
22108.0,46,7,0,44,7,8,4
44392.0,71,7,0,47,14,9,4
55424.0,6,6,0,45,25,10,3
17688.0,82,8,1,42,4,9,3
92491.0,71,3,0,38,25,9,2
90273.0,32,2,0,30,19,9,1
82571.0,28,2,0,59,24,8,1
38513.0,20,8,0,39,17,8,2
16653.0,10,6,0,42,9,8,2
42586.0,7,8,0,66,16,10,4
23529.0,67,6,0,56,5,9,2
74881.0,48,5,0,60,27,9,4
71107.0,61,4,0,70,28,9,3
46910.0,36,6,0,57,7,8,4
18690.0,77,8,0,62,5,10,2
37244.0,90,7,0,66,5,9,3
82427.0,35,1,0,55,21,8,2
75342.0,38,4,0,63,18,9,2
70044.0,46,5,0,67,26,9,2
79146.0,33,6,0,54,19,8,3
77437.0,70,1,0,58,23,9,2
54984.0,51,7,0,62,17,8,3
42403.0,18,8,0,50,5,9,3
55761.0,97,6,0,57,10,8,3
37292.0,32,8,0,38,19,9,3
45576.0,9,8,0,76,8,8,1
70321.0,6,4,0,74,25,9,2
58086.0,80,8,0,52,23,9,2
81795.0,74,2,0,69,23,10,2
28389.0,49,7,0,74,4,10,2
66835.0,21,2,0,75,24,9,2
69901.0,95,5,0,52,23,9,2
80360.0,56,2,0,72,15,9,2
63342.0,48,6,0,60,19,10,3
44989.0,26,6,0,47,16,10,3
31859.0,3,7,0,41,5,8,2
51569.0,39,8,0,72,19,9,2
30372.0,33,7,0,50,8,10,3
16014.0,42,3,0,42,10,9,3
41120.0,80,6,0,53,9,9,4
39763.0,9,9,0,50,10,9,2
38725.0,52,4,0,66,7,8,4
77981.0,78,5,0,49,21,9,3
62905.0,68,4,0,57,20,9,3
13533.0,45,7,0,42,7,9,2
59481.0,47,2,0,46,16,9,3
72117.0,34,5,0,44,26,9,3
21955.0,81,6,0,35,8,9,3
67131.0,72,6,0,65,26,9,3
36802.0,23,5,0,41,5,8,2
71853.0,29,1,0,39,17,9,2
28249.0,80,6,0,60,6,8,2
47808.0,30,7,0,46,10,9,3
25509.0,15,9,0,47,9,10,2
51012.0,86,6,0,75,10,9,2
70596.0,68,2,0,36,21,10,1
85431.0,54,0,0,69,17,9,2
42664.0,44,6,0,54,5,8,3
42586.0,7,8,0,66,16,10,4
29760.0,87,8,0,36,12,10,2
28973.0,59,8,0,44,13,10,2
39435.0,16,7,0,48,7,9,3
65370.0,1,1,0,37,19,9,2
20194.0,64,6,0,42,7,10,2
42473.0,72,5,0,45,10,8,3
64590.0,98,6,0,53,24,10,2
71232.0,91,7,0,62,25,9,3
34600.0,8,8,0,50,17,9,4
46904.0,20,8,0,54,14,10,3
49094.0,6,6,0,48,20,10,3
36075.0,54,6,0,38,7,9,3
60839.0,72,8,0,42,29,10,4
77298.0,46,3,0,42,24,9,3
34026.0,11,5,0,71,9,9,4
48918.0,21,4,0,58,7,8,3
82122.0,89,1,0,59,26,9,2
37697.0,82,6,0,45,7,8,2
34074.0,69,6,0,69,14,9,4
28520.0,55,6,0,61,5,9,4
62535.0,13,3,0,66,14,9,2
36273.0,80,6,0,44,8,8,2
63404.0,97,4,0,57,15,8,4
75774.0,27,4,0,40,21,8,3
78416.0,99,3,0,45,26,8,3
75702.0,87,6,0,47,29,10,3
59385.0,85,5,0,70,10,9,4
37070.0,30,7,0,55,23,9,3
44689.0,82,7,0,70,6,8,4
53977.0,21,5,0,63,27,9,3
7144.0,92,0,0,55,25,9,3
18701.0,95,5,0,57,10,9,3
90369.0,2,1,0,65,17,8,2
63159.0,74,3,0,47,17,10,1
37758.0,49,8,0,55,6,10,4
46757.0,71,9,0,58,21,10,2
79734.0,72,1,0,52,14,8,2
63207.0,68,7,0,29,12,9,2
72071.0,4,2,0,67,20,9,2
21840.0,80,9,0,38,5,9,3
58582.0,15,5,0,39,22,9,3
72282.0,70,7,0,70,22,9,1
50387.0,91,5,0,65,19,9,4
32583.0,10,7,0,60,4,8,4
62568.0,99,4,0,59,16,8,3
44635.0,25,7,0,50,7,9,3
33316.0,34,6,0,50,10,9,3
63967.0,57,2,0,53,23,9,3
52513.0,84,7,0,43,25,10,2
25293.0,51,8,0,52,5,9,3
54111.0,97,5,0,56,15,9,2
78394.0,13,2,0,35,16,9,2
80739.0,92,1,0,63,24,9,2
22669.0,30,9,0,46,10,9,3
29236.0,30,9,0,34,9,9,2
44911.0,11,7,0,62,12,9,3
54693.0,72,6,0,59,31,9,3
48186.0,39,7,0,47,12,8,3
54809.0,0,4,0,44,12,9,4
41580.0,15,5,0,43,9,10,4
80336.0,12,1,0,51,25,9,2
47743.0,56,6,0,64,14,9,3
62972.0,39,6,0,66,16,10,3
57333.0,55,6,0,67,33,10,2
32313.0,60,9,0,39,11,9,3
84953.0,73,2,0,68,18,9,1
27071.0,90,6,0,53,7,8,2
68148.0,86,2,0,64,15,9,2
65735.0,37,7,0,56,19,9,4
86836.0,7,5,0,46,23,10,2
4023.0,29,19,0,58,15,8,4
30093.0,19,7,0,31,6,9,2
57705.0,14,6,0,55,18,8,3
25008.0,72,8,0,33,6,8,2
83257.0,56,6,1,26,28,10,1
22280.0,85,8,0,46,4,9,3
72159.0,62,2,0,43,21,10,2
64260.0,1,3,0,60,14,9,2
82733.0,28,4,0,37,20,9,1
74290.0,70,6,0,50,32,9,2
58217.0,84,6,0,70,7,10,4
21024.0,89,7,0,45,7,9,2
70116.0,73,1,0,49,23,9,2
54006.0,42,7,0,36,18,10,3
69063.0,16,3,0,55,14,10,3
11448.0,16,6,0,46,4,9,1
61825.0,56,4,0,42,15,9,2
70886.0,65,2,0,50,14,9,3
69109.0,10,4,0,39,20,10,2
60208.0,13,7,0,48,29,10,3
32889.0,78,5,0,53,9,9,4
34738.0,51,6,0,37,5,8,2
30538.0,27,10,0,50,17,10,3
82326.0,30,2,0,44,22,8,2
26642.0,71,6,0,54,7,8,2
69932.0,97,4,0,57,26,9,2
44503.0,83,6,0,49,7,8,3
60200.0,3,6,0,73,25,9,2
49638.0,71,2,0,69,5,8,2
23830.0,3,7,0,34,5,8,1
33051.0,15,9,0,62,21,10,1
72905.0,52,1,0,63,20,8,2
69702.0,8,4,0,70,26,9,3
70300.0,89,8,0,46,26,9,2
70643.0,66,6,0,37,18,10,2
30396.0,22,7,0,52,6,8,3
50616.0,56,7,0,53,10,8,2
62772.0,74,2,0,52,23,9,2
30298.0,48,3,0,36,6,8,1
52413.0,67,7,0,37,17,10,2
44155.0,24,4,0,64,5,8,4
86979.0,67,2,0,50,16,9,1
76532.0,38,5,0,46,25,9,4
42081.0,86,6,0,39,15,9,3
67546.0,90,3,0,33,20,10,2
88420.0,87,1,0,32,20,8,2
31158.0,62,8,0,36,7,9,3
61671.0,23,8,0,53,28,8,2
69719.0,99,1,0,47,11,8,1
49160.0,29,6,0,72,12,9,2
24882.0,52,6,0,43,5,10,3
90933.0,90,1,0,67,15,8,1
113734.0,9,1,0,76,27,8,1
59292.0,71,3,0,71,18,9,3
45759.0,13,7,0,57,7,9,4
22148.0,16,7,0,38,5,8,1
73395.0,94,2,0,34,15,8,2
29819.0,77,6,0,50,9,9,2
45688.0,20,4,0,53,14,8,3
62820.0,51,1,0,67,14,9,2
60491.0,81,5,0,50,28,9,3
33235.0,71,7,0,35,7,8,3
35701.0,36,6,0,62,5,9,2
31535.0,95,7,0,41,5,9,3
92556.0,32,0,0,61,21,8,2
67384.0,32,5,0,51,22,10,2
80573.0,85,2,0,50,24,10,2
77870.0,93,8,0,54,18,10,3
52278.0,24,8,0,58,31,9,2
57107.0,44,8,0,53,23,10,2
18929.0,15,6,0,31,6,9,2
36038.0,82,6,0,40,8,9,2
20180.0,27,7,0,45,8,9,1
34230.0,72,7,0,56,4,10,4
31878.0,7,3,0,44,6,8,2
70932.0,57,3,0,49,22,8,3
91249.0,84,4,0,65,22,10,1
77598.0,53,3,0,78,26,9,1
80982.0,48,5,1,62,30,9,3
22701.0,2,5,0,44,5,9,3
55212.0,65,8,0,52,20,10,3
70617.0,45,2,0,51,14,9,2
64849.0,42,5,0,64,19,10,1
62694.0,29,7,0,56,24,9,4
61917.0,83,5,0,47,7,9,4
67472.0,93,3,0,74,15,9,3
21059.0,40,6,0,39,9,8,3
29543.0,47,7,0,53,8,8,4
75903.0,50,3,0,70,23,9,3
34984.0,40,7,0,46,6,10,4
54998.0,3,4,0,65,20,9,2
54356.0,62,8,0,72,24,10,2
34242.0,25,5,0,62,4,8,3
25410.0,48,4,0,48,6,9,3
73356.0,56,2,0,37,22,8,2
28320.0,68,8,0,71,5,9,3
23763.0,64,7,0,44,5,10,2
72570.0,67,1,0,37,23,8,2
34529.0,94,7,0,45,9,10,3
70792.0,82,3,0,70,19,9,1
63211.0,3,2,0,39,20,10,2
83891.0,24,1,0,47,22,8,3
36065.0,54,8,0,53,9,9,3
39898.0,20,7,0,67,9,9,3
51141.0,96,5,0,81,9,9,1
56939.0,19,3,0,45,18,9,3
80872.0,60,1,0,70,19,8,1
72335.0,2,8,0,45,23,10,2
61798.0,13,4,0,57,16,9,1
76842.0,37,0,0,71,17,8,1
29478.0,59,6,0,45,5,8,3
46998.0,55,7,0,65,18,10,2
96843.0,60,2,0,31,28,9,1
56551.0,48,4,0,71,10,8,3
70053.0,38,5,0,56,26,9,3
71670.0,8,6,0,59,15,9,1
44359.0,19,3,0,43,9,8,4
40887.0,32,9,0,69,10,9,3
48877.0,27,7,0,55,8,8,2
74485.0,58,3,0,74,26,9,2
64474.0,59,5,0,49,22,9,3
77226.0,29,3,0,58,28,8,3
72643.0,60,2,0,72,21,9,1
85738.0,41,1,0,43,21,8,2
55686.0,27,4,0,55,16,9,2
39062.0,28,4,0,38,5,8,2
34600.0,8,8,0,50,17,9,4
40794.0,18,7,0,46,16,9,3
54690.0,76,3,0,50,12,9,4
4428.0,0,1,0,52,25,9,3
32632.0,32,5,0,58,18,10,2
38236.0,2,7,0,53,11,9,3
36781.0,16,8,0,42,6,8,3
31385.0,56,8,0,37,4,10,2
24570.0,97,9,0,37,11,9,3
25509.0,15,9,0,47,9,10,2
94642.0,35,1,0,70,21,8,2
58646.0,3,4,0,59,8,9,3
53201.0,49,7,0,46,22,9,3
21994.0,4,5,0,64,4,10,3
57113.0,45,7,0,43,16,9,4
51373.0,37,4,0,30,12,9,2
23477.0,39,8,0,35,10,9,3
58116.0,38,2,0,65,16,8,3
72968.0,8,3,0,58,19,9,1
39791.0,89,7,0,50,10,9,3
91712.0,47,3,0,74,27,9,1
94472.0,75,5,0,63,16,8,2
13672.0,86,8,0,61,6,9,4
96547.0,4,2,0,41,21,8,2
79205.0,73,4,0,46,16,10,2
56559.0,46,4,0,46,18,10,3
32644.0,38,8,0,48,18,9,3
67506.0,73,3,0,41,12,8,2
24206.0,66,6,0,51,5,9,2
28420.0,36,6,0,54,4,9,2
22979.0,29,8,0,51,10,10,3
33279.0,29,3,0,55,4,8,1
46423.0,6,7,0,49,9,9,3
30368.0,97,8,0,44,7,9,3
63684.0,61,5,0,51,23,10,3
41638.0,68,8,0,57,17,9,2
68805.0,73,2,0,62,12,9,2
65814.0,90,5,0,55,23,8,3
71964.0,81,3,0,63,17,9,1
39146.0,1,8,0,35,11,9,2
96876.0,79,2,0,44,24,9,2
34445.0,92,9,0,40,27,9,2
68281.0,31,5,0,63,25,10,1
37284.0,46,6,0,46,4,9,4
36790.0,14,9,0,38,6,9,2
27943.0,89,8,0,54,8,9,4
22263.0,31,6,1,70,6,8,3
30261.0,75,8,0,49,4,10,5
28587.0,42,6,0,43,9,8,3
43815.0,53,6,0,39,6,9,3
48195.0,53,6,0,65,17,8,4
77027.0,23,4,0,69,19,8,3
71322.0,57,4,0,56,28,9,3
32765.0,49,5,0,42,8,8,3
29672.0,6,6,0,56,4,9,4
23272.0,29,4,0,68,5,9,1
49912.0,5,8,0,72,26,10,3
7500.0,98,9,0,36,10,10,3
68117.0,80,6,0,74,25,9,2
67225.0,4,5,0,66,23,9,3
17649.0,70,8,0,45,9,9,3
55914.0,32,7,0,46,29,9,3
40059.0,82,8,0,37,12,9,3
60905.0,27,2,0,71,15,9,3
75330.0,94,6,0,44,29,10,4
60689.0,23,3,0,70,22,9,2
38680.0,97,7,0,37,6,9,3
61416.0,25,6,0,39,24,9,2
49767.0,92,4,0,30,18,9,1
83273.0,98,7,0,51,29,10,4
29009.0,19,6,0,40,7,9,3
45057.0,80,5,0,42,6,9,3
37150.0,80,7,0,50,21,10,3
43020.0,79,6,0,51,12,9,2
53154.0,50,4,0,62,9,8,3
65308.0,60,4,0,48,28,9,2
76467.0,44,6,0,51,14,10,2
81044.0,0,1,0,74,22,9,2
32871.0,28,4,0,70,5,9,4
55801.0,35,7,0,46,21,9,3
76320.0,49,2,0,62,15,8,2
36927.0,46,8,0,66,8,8,3
48794.0,97,4,0,68,5,8,4
23478.0,51,8,0,56,7,9,1
71128.0,80,7,0,48,27,10,2
70179.0,10,5,0,45,26,9,2
59462.0,29,7,0,71,25,9,3
38361.0,74,7,0,52,10,9,3
70038.0,54,2,0,39,17,9,2
42554.0,93,4,0,43,7,9,4
67445.0,63,6,0,47,32,10,3
67046.0,92,2,0,70,15,9,2
42192.0,40,4,0,73,7,9,2
77610.0,70,7,0,69,17,10,3
31761.0,96,5,0,37,9,8,3
34350.0,81,7,0,42,5,9,3
54591.0,63,5,0,72,19,9,3
71866.0,85,3,0,65,20,9,3
25293.0,51,8,0,52,5,9,3
42000.0,23,5,0,34,20,9,1
69520.0,95,5,0,38,21,9,2
64713.0,11,4,0,51,19,8,2
27889.0,42,6,0,44,5,9,3
22123.0,77,5,0,61,7,8,1
27803.0,40,8,0,48,9,10,3
51651.0,32,8,0,61,17,10,3
68487.0,48,4,0,33,30,9,2
56796.0,24,7,0,52,27,9,3
87000.0,61,2,0,29,18,10,2
79823.0,6,2,0,62,23,8,3
30828.0,16,3,0,41,8,9,2
34109.0,39,4,0,50,4,9,3
53367.0,2,7,0,47,21,9,3
22390.0,49,7,0,52,4,9,2
71322.0,31,2,0,45,13,8,3
79244.0,58,1,0,28,22,10,1
49912.0,5,8,0,72,26,10,3
48699.0,90,5,0,71,5,9,4
80144.0,47,1,0,46,19,9,2
54252.0,25,6,0,65,15,9,3
81929.0,60,6,0,45,20,10,3
76068.0,67,6,0,46,10,10,3
53204.0,40,4,0,45,5,8,4
67911.0,63,3,0,72,27,8,3
14796.0,1,9,0,37,6,10,3
78128.0,89,3,0,47,20,8,3
14188.0,40,6,0,49,7,9,2
20425.0,5,7,0,35,7,10,3
58646.0,3,4,0,59,8,9,3
72967.0,1,5,0,51,19,10,2
48150.0,24,7,0,72,13,9,3
82332.0,89,2,0,60,21,10,1
58275.0,48,7,0,66,23,9,3
44953.0,31,6,0,40,24,10,2
34587.0,68,4,0,68,6,8,4
43018.0,46,5,0,47,7,9,3
45736.0,92,7,0,67,19,9,3
66476.0,80,4,0,52,26,9,3
27733.0,16,7,0,40,7,9,3
69805.0,50,2,0,69,27,8,3
72217.0,93,2,0,59,22,9,1
25818.0,51,7,0,50,4,10,2
37509.0,24,7,0,45,9,10,3
25176.0,79,7,0,45,4,9,4
43586.0,26,8,0,41,10,10,3
53230.0,86,5,0,65,23,10,3
50116.0,68,5,0,64,7,8,4
84906.0,98,2,0,49,24,9,2
61286.0,34,5,0,55,18,9,3
82333.0,60,2,0,35,18,9,2
65220.0,3,6,0,56,23,10,2
33590.0,65,7,0,47,4,9,5
30992.0,83,7,0,45,5,9,2
72309.0,64,3,0,45,20,9,1
156924.0,85,0,0,72,0,9,2
16005.0,69,8,0,41,8,10,3
65487.0,48,2,0,64,17,8,1
58692.0,21,7,0,56,15,8,3
40590.0,30,6,0,52,15,9,3
20587.0,39,7,0,51,5,8,2
62637.0,76,2,0,67,10,8,2
29435.0,11,9,0,55,11,10,3
19346.0,26,8,0,47,5,8,2
35788.0,34,6,0,50,7,8,4
36997.0,72,5,0,53,12,9,3
23539.0,13,6,0,64,7,8,2
65333.0,58,6,0,48,28,8,2
78499.0,12,4,0,64,19,9,1
29732.0,23,9,0,50,5,8,3
41275.0,33,5,0,61,11,8,5
63516.0,30,5,0,48,16,9,4
42769.0,15,4,0,59,8,9,3
49572.0,25,7,0,63,7,9,4
69209.0,4,4,0,49,16,10,2
17148.0,80,8,0,45,11,8,3
40590.0,30,6,0,52,15,9,3
30560.0,6,7,0,45,5,9,3
32146.0,16,6,0,38,8,8,3
41713.0,57,6,0,57,13,8,3
34176.0,9,3,0,46,5,8,3
58482.0,59,6,0,66,22,8,3
59686.0,78,4,0,56,12,8,2
60896.0,90,6,0,57,26,10,3
62994.0,74,6,0,41,13,8,3
47320.0,10,6,0,64,20,9,3
74859.0,63,3,0,72,23,9,1
15253.0,13,7,0,29,6,9,2
31560.0,98,8,0,47,8,9,2
72071.0,4,2,0,67,20,9,2
91172.0,94,3,0,31,14,9,1
90000.0,91,1,0,37,18,9,2
41967.0,66,4,0,40,5,9,3
69263.0,14,6,0,56,18,8,2
65706.0,77,7,0,51,27,9,1
60934.0,41,4,0,46,23,8,3
71965.0,21,3,0,70,17,9,3
65210.0,25,6,0,66,22,8,3
79174.0,2,2,0,46,19,9,2
81380.0,51,2,0,54,17,10,1
48432.0,3,8,0,48,19,10,2
52914.0,32,7,0,50,15,9,3
38946.0,84,5,0,66,12,9,3
26067.0,49,8,0,47,9,9,3
44325.0,69,8,0,49,21,9,3
42523.0,96,2,0,57,7,8,2
26487.0,23,5,0,43,9,9,2
53233.0,18,4,0,64,5,8,3
67716.0,8,5,0,61,28,9,3
76234.0,21,3,0,49,23,8,3
84117.0,60,2,0,65,24,8,2
65487.0,48,2,0,64,17,8,2
25224.0,36,3,0,49,7,8,3
89616.0,36,2,0,38,25,9,1
40851.0,63,7,0,50,5,9,3
27469.0,2,6,0,74,4,10,2
82347.0,38,3,0,64,25,10,2
73803.0,61,6,0,64,22,10,3
8820.0,52,8,0,69,10,9,3
43322.0,25,7,0,47,8,8,1
55593.0,63,6,0,48,17,9,3
50501.0,10,6,0,67,20,9,4
37085.0,65,8,0,46,10,8,4
16185.0,71,8,0,31,8,9,2
57731.0,0,6,0,52,26,10,2
48432.0,3,8,0,48,19,10,2
73807.0,88,2,0,43,23,9,3
18929.0,15,6,0,31,6,9,2
35893.0,80,8,0,53,15,10,3
61014.0,17,7,0,41,20,10,3
32144.0,76,7,0,67,10,8,4
14918.0,52,6,0,58,5,10,3
45146.0,28,4,0,58,6,9,3
41769.0,31,8,0,66,22,9,2
88325.0,42,2,0,40,18,8,2
38054.0,24,7,0,71,7,8,3
80617.0,42,2,0,26,19,10,1
5305.0,12,13,0,45,1,9,3
36807.0,88,6,0,67,4,10,4
28427.0,67,8,0,38,7,9,3
82032.0,54,1,0,73,17,8,1
22775.0,40,8,0,43,4,9,3
40101.0,73,7,0,36,17,10,3
58025.0,81,4,0,42,18,9,3
75777.0,12,1,0,39,21,9,1
7500.0,7,7,0,42,11,9,3
33562.0,33,4,0,58,9,8,5
57642.0,24,4,0,51,22,8,2
58554.0,55,7,0,53,22,10,4
